,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto/ Destacado,Ingresados Si/No
500,500.0,M,Ing. Mecánica,6.0,10.0,Si,Si,Si,5,1,5,3,3,0,0,0, ,0
501,501.0,M,Ing. Mecatrónica/Electrónica,10.0,,Si,Si,,0,0,0,0,0,0,0,0, ,0
502,502.0,F,Ing. Mecánica,7.0,10.0,Si,Si,Si,1,5,1,5,3,0,0,5, ,0
503,503.0,M,Ing. Innovación Sustentable,8.0,,Si,Si,Si,1,3,1,5,3,0,0,0, ,0
504,504.0,M,Ing. Industrial,8.0,,Si,Si,Si,3,5,5,1,1,0,0,0, ,0
505,505.0,F,Ing. Mecánica,8.0,,Si,Si,Si,5,5,1,1,5,0,0,0, ,0
506,506.0,F,Ing. Innovación Sustentable,6.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
507,507.0,M,Ing. Mecánica,10.0,,Si,Si,Si,5,3,1,5,3,0,0,0, ,0
508,508.0,F,Derecho/Ciencias Políticas,5.0,,Si,Si,,1,1,1,1,1,0,0,0, ,0
509,509.0,F,Ing. Gestión Empresarial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
510,510.0,M,Ing. Gestión Empresarial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
511,511.0,F,Ing. Gestión Empresarial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
512,512.0,F,Ing. Gestión Empresarial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
513,513.0,F,Tecnologías Computacionales,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
514,514.0,M,Tecnologías Computacionales,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
515,515.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
516,516.0,M,Tecnologías Computacionales,4.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
517,517.0,M,Tecnologías Computacionales,5.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
518,518.0,F,Tecnologías Computacionales,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
519,519.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
520,520.0,M,Tecnologías Computacionales,5.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
521,521.0,M,Tecnologías Computacionales,4.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
522,522.0,F,Tecnologías Computacionales,4.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
523,523.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
524,524.0,M,Tecnologías Computacionales,4.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
525,525.0,M,Tecnologías Computacionales,5.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
526,526.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
527,527.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
528,528.0,M,Tecnologías Computacionales,5.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
529,529.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
530,530.0,M,Tecnologías Computacionales,4.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
531,531.0,M,Tecnologías Computacionales,4.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
532,532.0,M,Tecnologías Computacionales,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
533,533.0,M,Tecnologías Computacionales,4.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
534,534.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
535,535.0,M,Tecnologías Computacionales,4.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
536,536.0,M,Tecnologías Computacionales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
537,537.0,F,Tecnologías Computacionales,4.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
538,538.0,M,Tecnologías Computacionales,5.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
539,539.0,M,Ing. Industrial,9.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
540,540.0,M,Ing. Industrial,9.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
541,541.0,F,Ing. Industrial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
542,542.0,F,Ing. Industrial,7.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
543,543.0,F,Ing. Industrial,7.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
544,544.0,F,Ing. Industrial,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
545,545.0,M,Ing. Mecánica,7.0,9.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
546,546.0,F,Ing. Industrial,9.0,10.0,Si,Si,,1,3,1,1,3,1,0,0, ,0
547,547.0,M,Contabilidad,9.0,9.0,Si,Si,,5,5,5,3,5,1,1,0, ,0
548,548.0,F,Contabilidad,9.0,9.0,Si,Si,,5,5,1,3,3,1,1,0, ,0
549,549.0,F,Contabilidad,9.0,9.0,Si,Si,,3,3,1,1,5,1,0,0, ,0
550,550.0,M,Ing. Mecatrónica/Electrónica,11.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
551,551.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
552,552.0,F,Ing. Materiales,8.0,10.0,Si,Si,,1,5,3,1,3,1,1,0, ,0
553,553.0,M,Ing. Materiales,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
554,554.0,M,Ing. Mecánica,14.0,10.0,Si,Si,,3,1,1,1,3,1,0,0, ,0
555,555.0,M,Ing. Mecánica,11.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
556,556.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
557,557.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
558,558.0,M,Ing. Industrial,8.0,10.0,Si,Si,,1,3,5,1,3,1,1,0, ,0
559,559.0,M,Ing. Mecatrónica/Electrónica,14.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
560,560.0,M,Ing. Industrial,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
561,561.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
562,562.0,M,Ing. Mecánica,14.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
563,563.0,M,Ing. Mecánica,14.0,10.0,Si,Si,,5,5,1,3,3,1,1,0, ,0
564,564.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
565,565.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
566,566.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
567,567.0,M,Ing. Mecatrónica/Electrónica,11.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
568,568.0,M,Ing. Administración de Sistemas,8.0,11.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
569,569.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
570,570.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,5,1,1,1,1,0, ,0
571,571.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,5,1,1,3,1,1,0,1,0
572,572.0,M,Ing. Administración de Sistemas,9.0,10.0,Si,Si,,1,1,1,1,5,1,0,0, ,0
573,573.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,1,3,1,1,1,1,0,1,0
574,574.0,M,Ing. Materiales,9.0,10.0,Si,Si,,1,1,1,5,1,1,1,0, ,0
575,575.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,5,5,1,1,5,1,1,0, ,0
576,576.0,M,Ing. Administración de Sistemas,10.0,11.0,Si,Si,,5,3,5,1,3,1,1,0, ,0
577,577.0,F,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,5,1,3,5,1,1,0,1,0
578,578.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
579,579.0,M,Ing. Mecánica,9.0,11.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
580,580.0,M,Ing. Mecánica,9.0,11.0,Si,Si,,1,3,1,5,1,1,1,0,2,0
581,581.0,M,Ing. Administración de Sistemas,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
582,582.0,F,Ing. Mecánica,8.0,10.0,Si,Si,,1,5,1,5,5,1,1,0,1,0
583,583.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,5,1,1,1,0,2,1
584,584.0,M,Ing. Mecánica,7.0,10.0,Si,Si,,1,5,1,3,1,1,1,0,2,0
585,585.0,M,Ing. Administración de Sistemas,9.0,11.0,Si,Si,,1,3,1,1,3,1,0,0, ,0
586,586.0,M,Ing. Administración de Sistemas,9.0,11.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
587,587.0,M,Ing. Manufactura,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
588,588.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,3,5,5,1,5,1,1,0, ,0
589,589.0,M,Ing. Manufactura,8.0,11.0,Si,Si,,3,1,3,3,1,1,0,0, ,0
590,590.0,F,Ing. Mecatrónica/Electrónica,10.0,11.0,Si,Si,,1,3,1,3,1,1,0,0, ,0
591,591.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,5,5,5,5,1,1,0, ,0
592,592.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
593,593.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,3,1,1,5,1,0,0, ,0
594,594.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,5,1,1,3,1,1,0, ,0
595,595.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,5,5,5,5,1,1,1,0, ,0
596,596.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
597,597.0,F,Ing. Mecánica,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
598,598.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,1,1,5,3,1,1,0, ,0
599,599.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,3,5,5,5,1,1,0, ,0
600,600.0,M,Ing. Mecatrónica/Electrónica,9.0,9.0,Si,Si,,1,3,1,1,3,1,0,0, ,0
601,601.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,3,1,1,1,0,0, ,0
602,602.0,F,Ing. Tecnologías de Software,9.0,10.0,Si,Si,,5,1,1,1,1,1,1,0, ,0
603,603.0,M,Ing. Mecatrónica/Electrónica,9.0,11.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
604,604.0,M,Ing. Administración de Sistemas,9.0,11.0,Si,Si,,1,5,1,1,1,1,1,0, ,0
605,605.0,M,Ing. Materiales,9.0,12.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
606,606.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,3,1,1,0,0, ,0
607,607.0,F,Ing. Administración de Sistemas,9.0,10.0,Si,Si,,1,1,3,5,1,1,1,0, ,0
608,608.0,M,Ing. Mecánica,9.0,9.0,Si,Si,,3,5,1,1,3,1,1,0, ,0
609,609.0,M,Ing. Mecánica,9.0,11.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
610,610.0,F,Ing. Administración de Sistemas,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
611,611.0,M,Ing. Mecánica,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
612,612.0,M,Ing. Materiales,8.0,10.0,Si,Si,,1,5,5,1,5,1,1,0,2,1
613,613.0,F,Ing. Aeronáutica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
614,614.0,M,Ing. Aeronáutica,9.0,10.0,Si,Si,,1,3,1,5,3,1,1,0, ,0
615,615.0,M,Ing. Administración de Sistemas,10.0,10.0,Si,Si,,5,5,3,5,5,1,1,0, ,0
616,616.0,M,Ing. Mecánica,11.0,12.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
617,617.0,M,Ing. Materiales,9.0,10.0,Si,Si,,5,5,5,3,5,1,1,0,1,0
618,618.0,M,Ing. Mecatrónica/Electrónica,10.0,11.0,Si,Si,,1,1,5,5,1,1,1,0, ,0
619,619.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,3,1,1,5,1,0,0, ,0
620,620.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,3,5,3,1,1,1,0, ,0
621,621.0,M,Ing. Mecatrónica/Electrónica,8.0,11.0,Si,Si,,1,1,3,1,5,1,0,0, ,0
622,622.0,M,Ing. Mecatrónica/Electrónica,10.0,11.0,Si,Si,,1,5,1,1,1,1,1,0,1,0
623,623.0,F,Ing. Administración de Sistemas,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
624,624.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,3,1,0,0, ,0
625,625.0,M,Ing. Mecatrónica/Electrónica,9.0,12.0,Si,Si,,3,1,1,1,1,1,0,0, ,0
626,626.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,3,1,1,3,1,0,0, ,0
627,627.0,F,Ing. Aeronáutica,10.0,11.0,Si,Si,,1,1,1,1,5,1,0,0, ,0
628,628.0,M,Ing. Administración de Sistemas,8.0,10.0,Si,Si,,1,1,5,1,1,1,1,0,2,0
629,629.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,3,5,1,1,1,1,0,2,0
630,630.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,5,1,1,1,1,0, ,0
631,631.0,F,Ing. Manufactura,7.0,10.0,Si,Si,,5,3,3,3,1,1,1,0,1,0
632,632.0,M,Ing. Mecánica,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
633,633.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,3,1,3,1,0,0, ,0
634,634.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,1,1,3,1,1,0,0, ,0
635,635.0,M,Ing. Mecatrónica/Electrónica,10.0,10.0,Si,Si,,1,5,3,3,1,1,1,0, ,0
636,636.0,M,Ing. Tecnologías de Software,8.0,10.0,Si,Si,,1,5,1,3,1,1,1,0, ,0
637,637.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,5,5,5,3,1,1,0,1,0
638,638.0,F,Ing. Manufactura,7.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
639,639.0,M,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,1,1,1,3,1,1,0,0, ,0
640,640.0,F,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,5,1,1,1,1,1,0, ,0
641,641.0,M,Ing. Manufactura,7.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
642,642.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,1,1,1,1,1,0,0, ,0
643,643.0,M,Ing. Mecánica,7.0,11.0,Si,Si,,1,5,1,1,3,1,1,0, ,0
644,644.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,5,3,1,5,1,1,1,0, ,0
645,645.0,M,Ing. Mecatrónica/Electrónica,10.0,11.0,Si,Si,,1,1,1,1,3,1,0,0, ,0
646,646.0,M,Ing. Administración de Sistemas,9.0,10.0,Si,Si,,1,5,1,1,3,1,1,0,1,0
647,647.0,M,Ing. Tecnologías de Software,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
648,648.0,M,Ing. Materiales,9.0,10.0,Si,Si,,1,5,1,1,1,1,1,0,1,0
649,649.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,1,1,1,1,1,0,0, ,0
650,650.0,M,Ing. Mecánica,9.0,11.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
651,651.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,5,1,1,1,1,1,0, ,0
652,652.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,5,1,1,1,0, ,0
653,653.0,M,Ing. Mecánica,10.0,12.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
654,654.0,F,Ing. Materiales,9.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
655,655.0,F,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,3,3,1,0,0, ,0
656,656.0,M,Ing. Mecánica,9.0,11.0,Si,Si,,1,5,1,1,5,1,1,0, ,0
657,657.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
658,658.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
659,659.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,5,1,1,5,1,1,1,0,1,0
660,660.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,5,5,1,1,1,1,1,0, ,0
661,661.0,M,Ing. Mecatrónica/Electrónica,9.0,11.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
662,662.0,M,Ing. Administración de Sistemas,10.0,11.0,Si,Si,,1,5,1,1,1,1,1,0, ,0
663,663.0,M,Ing. Tecnologías de Software,10.0,10.0,Si,Si,,3,5,5,5,5,1,1,0, ,0
664,664.0,M,Ing. Aeronáutica,9.0,10.0,Si,Si,,1,5,1,1,5,1,1,0, ,0
665,665.0,M,Ing. Mecatrónica/Electrónica,9.0,11.0,Si,Si,,3,1,1,1,3,1,0,0, ,0
666,666.0,M,Ing. Manufactura,8.0,10.0,Si,Si,,1,1,1,3,1,1,0,0, ,0
667,667.0,M,Ing. Mecánica,7.0,11.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
668,668.0,F,Ing. Administración de Sistemas,9.0,10.0,Si,Si,,3,3,5,3,1,1,1,0, ,0
669,669.0,M,Ing. Materiales,10.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
670,670.0,F,Ing. Administración de Sistemas,7.0,9.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
671,671.0,F,Ing. Mecánica,7.0,11.0,Si,Si,,1,5,1,3,3,1,1,0, ,0
672,672.0,M,Ing. Mecánica,10.0,11.0,Si,Si,,5,1,1,1,1,1,1,0,2,0
673,673.0,M,Ing. Administración de Sistemas,8.0,11.0,Si,Si,,1,5,1,1,1,1,1,0,1,0
674,674.0,M,Ing. Administración de Sistemas,11.0,12.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
675,675.0,M,Ing. Mecatrónica/Electrónica,8.0,10.0,Si,Si,,3,3,1,5,1,1,1,0, ,0
676,676.0,M,Ing. Administración de Sistemas,10.0,11.0,Si,Si,,3,1,1,1,1,1,0,0, ,0
677,677.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
678,678.0,M,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
679,679.0,M,Ing. Mecánica,7.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
680,680.0,M,Ing. Mecánica,10.0,11.0,Si,Si,,1,1,1,3,5,1,0,0, ,0
681,681.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,3,1,1,0,0, ,0
682,682.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,3,5,1,0,0, ,0
683,683.0,M,Ing. Mecatrónica/Electrónica,10.0,11.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
684,684.0,F,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,3,1,3,5,1,0,0, ,0
685,685.0,M,Ing. Materiales,10.0,10.0,Si,Si,,5,1,5,3,1,1,1,0, ,0
686,686.0,M,Ing. Administración de Sistemas,9.0,10.0,Si,Si,,3,1,3,5,1,1,1,0, ,0
687,687.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
688,688.0,M,Ing. Mecánica,10.0,11.0,Si,Si,,3,1,3,3,5,1,0,0, ,0
689,689.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,3,1,5,5,1,1,0, ,0
690,690.0,M,Ing. Administración de Sistemas,11.0,12.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
691,691.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,1,5,1,1,3,1,1,0, ,0
692,692.0,F,Ing. Mecánica,7.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
693,693.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,5,5,3,1,3,1,1,0,1,0
694,694.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,5,3,1,3,5,1,1,0, ,0
695,695.0,F,Ing. Industrial,7.0,10.0,Si,Si,,3,1,1,3,5,1,0,0, ,0
696,696.0,F,Ing. Industrial,5.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
697,697.0,M,Ing. Mecánica,10.0,11.0,Si,Si,,3,1,1,1,1,1,0,0, ,0
698,698.0,M,Ing. Desarrollo Sustentable,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
699,699.0,M,Ing. Mecánica,5.0,8.0,Si,Si,,1,1,5,1,1,1,1,0,2,1
700,700.0,F,Ing. Mecatrónica/Electrónica,11.0,11.0,Si,Si,,1,5,1,1,1,1,1,0, ,0
701,701.0,M,Ing. Mecánica,7.0,9.0,Si,Si,,5,3,5,5,1,1,1,0, ,0
702,702.0,M,Ing. Química,8.0,10.0,Si,Si,,1,1,1,1,3,1,0,0, ,0
703,703.0,F,Relaciones Internacionales,8.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
704,704.0,M,Ing. Industrial,10.0,10.0,Si,Si,,5,5,3,3,1,1,1,0, ,0
705,705.0,F,Ing. Desarrollo Sustentable,14.0,14.0,Si,Si,,5,5,3,3,5,1,1,0, ,0
706,706.0,F,Ing. Desarrollo Sustentable,8.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
707,707.0,F,Ing. Mecatrónica/Electrónica,6.0,9.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
708,708.0,M,Ing. Robótica y Sistemas Digitales,5.0,8.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
709,709.0,M,Economía/Finanzas,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
710,710.0,F,Ing. Química,10.0,10.0,Si,Si,,1,1,3,3,3,1,0,0, ,0
711,711.0,M,Ing. Mecatrónica/Electrónica,9.0,10.0,Si,Si,,3,1,3,1,1,1,0,0, ,0
712,712.0,M,Ing. Química,7.0,10.0,Si,Si,,1,1,1,3,1,1,0,0, ,0
713,713.0,M,Ing. Mecánica,9.0,10.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
714,714.0,M,Administración,8.0,10.0,Si,Si,,1,1,3,5,3,1,1,0, ,0
715,715.0,F,Ing. Nanotecnología,7.0,11.0,Si,Si,,3,5,5,5,1,1,1,0,1,0
716,716.0,M,Ing. Innovación y Desarrollo,9.0,10.0,Si,Si,,1,1,1,3,5,1,0,0, ,0
717,717.0,F,Ing. Industrial,14.0,14.0,Si,Si,,5,5,1,5,3,1,1,0, ,0
718,718.0,F,Administración,8.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
719,719.0,F,Ing. Nanotecnología,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
720,720.0,M,Ing. Mecánica,7.0,9.0,Si,Si,,1,5,1,1,3,1,1,0, ,0
721,721.0,F,Ing. Mecatrónica/Electrónica,5.0,8.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
722,722.0,F,Ing. Mecánica,9.0,10.0,Si,Si,,5,3,5,1,1,1,1,0, ,0
723,723.0,M,Ing. Biotecnología,7.0,9.0,Si,Si,,1,3,5,1,1,1,1,0,2,0
724,724.0,M,Ing. Mecatrónica/Electrónica,9.0,9.0,Si,Si,,1,5,1,5,1,1,1,0, ,0
725,725.0,M,Ing. Física,7.0,9.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
726,726.0,M,Ing. Industrial,7.0,9.0,Si,Si,,1,5,1,1,5,1,1,0, ,0
727,727.0,F,Ing. Mecatrónica/Electrónica,7.0,10.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
728,728.0,M,Ing. Diseño Automotriz,7.0,9.0,Si,Si,,1,3,1,1,5,1,0,0, ,0
729,729.0,F,Maestría en Materiales,4.0,4.0,Si,Si,,3,5,1,1,5,1,1,0, ,0
730,730.0,M,Maestría en Materiales,5.0,5.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
731,731.0,M,Doctorado en Materiales,8.0,8.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
732,732.0,M,Maestría en Química,3.0,4.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
733,733.0,F,Doctorado en Materiales,7.0,8.0,Si,Si,,1,3,1,1,1,1,0,0, ,0
734,734.0,M,Ing. Materiales,4.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
735,735.0,M,Doctorado en Materiales,2.0,6.0,Si,Si,,1,1,1,1,1,0,0,0, ,0
736,736.0,M,Ing. Química,10.0,11.0,Si,Si,,1,5,1,5,1,1,1,0, ,0
737,737.0,F,Ing. Química,8.0,10.0,Si,Si,,1,3,1,1,1,1,0,0,1,1
738,738.0,M,Ing. Nanotecnología,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
739,739.0,F,Ing. Industrial,7.0,10.0,Si,Si,,1,1,3,1,5,1,0,0, ,0
740,740.0,F,Ing. Nanotecnología,7.0,10.0,Si,Si,,1,5,1,1,1,1,1,0,1,0
741,741.0,M,Ing. Nanotecnología,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
742,742.0,F,Ing. Nanotecnología,7.0,10.0,Si,Si,,3,1,5,1,1,1,1,0,2,1
743,743.0,M,Ing. Industrial,7.0,10.0,Si,Si,,1,5,1,1,5,1,1,0, ,0
744,744.0,M,Ing. Nanotecnología,7.0,10.0,Si,Si,,1,3,5,1,5,1,1,0, ,0
745,745.0,M,Ing. Biotecnología,7.0,10.0,Si,Si,,1,1,3,1,1,1,0,0, ,0
746,746.0,M,Ing. Industrial,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
747,747.0,F,Economía/Finanzas,7.0,10.0,Si,Si,,0,0,0,0,0,0,0,0, ,0
748,748.0,M,Ing. Nanotecnología,7.0,10.0,Si,Si,,1,5,5,3,5,1,1,0,2,1
